,Unnamed: 0,PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3
335,335,336,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
336,336,337,0,29.0,1,0,66.6,0,1,0,0,1,0,1,1,0,0
337,337,338,1,41.0,0,0,134.5,0,1,1,0,0,1,0,1,0,0
338,338,339,1,45.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
339,339,340,0,45.0,0,0,35.5,0,1,0,0,1,0,1,1,0,0
340,340,341,1,2.0,1,1,26.0,0,1,0,0,1,0,1,0,1,0
341,341,342,1,24.0,3,2,263.0,0,1,0,0,1,1,0,1,0,0
342,342,343,0,28.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
343,343,344,0,25.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
344,344,345,0,36.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
345,345,346,1,24.0,0,0,13.0,0,1,0,0,1,1,0,0,1,0
346,346,347,1,40.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
347,347,348,1,26.689168488455998,1,0,16.1,1,0,0,0,1,1,0,0,0,1
348,348,349,1,3.0,1,1,15.9,1,0,0,0,1,0,1,0,0,1
349,349,350,0,42.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
350,350,351,0,23.0,0,0,9.225,1,0,0,0,1,0,1,0,0,1
351,351,352,0,59.969164484126956,0,0,35.0,0,1,0,0,1,0,1,1,0,0
352,352,353,0,15.0,1,1,7.2292,1,0,1,0,0,0,1,0,0,1
353,353,354,0,25.0,1,0,17.8,1,0,0,0,1,0,1,0,0,1
354,354,355,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,1,0,0,1
355,355,356,0,28.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1
356,356,357,1,22.0,0,1,55.0,0,1,0,0,1,1,0,1,0,0
357,357,358,0,38.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
358,358,359,1,22.380113238826777,0,0,7.8792,1,0,0,1,0,1,0,0,0,1
359,359,360,1,22.380113238826777,0,0,7.8792,1,0,0,1,0,1,0,0,0,1
360,360,361,0,40.0,1,4,27.9,1,0,0,0,1,0,1,0,0,1
361,361,362,0,29.0,1,0,27.7208,1,0,1,0,0,0,1,0,1,0
362,362,363,0,45.0,0,1,14.4542,1,0,1,0,0,1,0,0,0,1
363,363,364,0,35.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1
364,364,365,0,33.12898535353537,1,0,15.5,1,0,0,1,0,0,1,0,0,1
365,365,366,0,30.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1
366,366,367,1,60.0,1,0,75.25,0,1,1,0,0,1,0,1,0,0
367,367,368,1,22.876306861888104,0,0,7.2292,1,0,1,0,0,1,0,0,0,1
368,368,369,1,35.29582429902352,0,0,7.75,1,0,0,1,0,1,0,0,0,1
369,369,370,1,24.0,0,0,69.3,0,1,1,0,0,1,0,1,0,0
370,370,371,1,25.0,1,0,55.4417,0,1,1,0,0,0,1,1,0,0
371,371,372,0,18.0,1,0,6.4958,1,0,0,0,1,0,1,0,0,1
372,372,373,0,19.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
373,373,374,0,22.0,0,0,135.6333,1,0,1,0,0,0,1,1,0,0
374,374,375,0,3.0,3,1,21.075,1,0,0,0,1,1,0,0,0,1
375,375,376,1,31.944793452380942,1,0,82.1708,1,0,1,0,0,1,0,1,0,0
376,376,377,1,22.0,0,0,7.25,1,0,0,0,1,1,0,0,0,1
377,377,378,0,27.0,0,2,211.5,0,1,1,0,0,0,1,1,0,0
378,378,379,0,20.0,0,0,4.0125,1,0,1,0,0,0,1,0,0,1
379,379,380,0,19.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
380,380,381,1,42.0,0,0,227.525,1,0,1,0,0,1,0,1,0,0
381,381,382,1,1.0,0,2,15.7417,1,0,1,0,0,1,0,0,0,1
382,382,383,0,32.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
383,383,384,1,35.0,1,0,52.0,1,0,0,0,1,1,0,1,0,0
384,384,385,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
385,385,386,0,18.0,0,0,73.5,1,0,0,0,1,0,1,0,1,0
386,386,387,0,1.0,5,2,46.9,1,0,0,0,1,0,1,0,0,1
387,387,388,1,36.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
388,388,389,0,19.89558112671213,0,0,7.7292,1,0,0,1,0,0,1,0,0,1
389,389,390,1,17.0,0,0,12.0,1,0,1,0,0,1,0,0,1,0
390,390,391,1,36.0,1,2,120.0,0,1,0,0,1,0,1,1,0,0
391,391,392,1,21.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1
392,392,393,0,28.0,2,0,7.925,1,0,0,0,1,0,1,0,0,1
393,393,394,1,23.0,1,0,113.275,0,1,1,0,0,1,0,1,0,0
394,394,395,1,24.0,0,2,16.7,0,1,0,0,1,1,0,0,0,1
395,395,396,0,22.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1
396,396,397,0,31.0,0,0,7.8542,1,0,0,0,1,1,0,0,0,1
397,397,398,0,46.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0
398,398,399,0,23.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
399,399,400,1,28.0,0,0,12.65,1,0,0,0,1,1,0,0,1,0
400,400,401,1,39.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
401,401,402,0,26.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
402,402,403,0,21.0,1,0,9.825,1,0,0,0,1,1,0,0,0,1
403,403,404,0,28.0,1,0,15.85,1,0,0,0,1,0,1,0,0,1
404,404,405,0,20.0,0,0,8.6625,1,0,0,0,1,1,0,0,0,1
405,405,406,0,34.0,1,0,21.0,1,0,0,0,1,0,1,0,1,0
406,406,407,0,51.0,0,0,7.75,1,0,0,0,1,0,1,0,0,1
407,407,408,1,3.0,1,1,18.75,1,0,0,0,1,0,1,0,1,0
408,408,409,0,21.0,0,0,7.775,1,0,0,0,1,0,1,0,0,1
409,409,410,0,7.309547041847048,3,1,25.4667,1,0,0,0,1,1,0,0,0,1
410,410,411,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
411,411,412,0,20.681314880952385,0,0,6.8583,1,0,0,1,0,0,1,0,0,1
412,412,413,1,33.0,1,0,90.0,0,1,0,1,0,1,0,1,0,0
413,413,414,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,1,0
414,414,415,1,44.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
415,415,416,0,30.70572677927052,0,0,8.05,1,0,0,0,1,1,0,0,0,1
416,416,417,1,34.0,1,1,32.5,1,0,0,0,1,1,0,0,1,0
417,417,418,1,18.0,0,2,13.0,1,0,0,0,1,1,0,0,1,0
418,418,419,0,30.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
419,419,420,0,10.0,0,2,24.15,1,0,0,0,1,1,0,0,0,1
420,420,421,0,27.94720616293084,0,0,7.8958,1,0,1,0,0,0,1,0,0,1
421,421,422,0,21.0,0,0,7.7333,1,0,0,1,0,0,1,0,0,1
422,422,423,0,29.0,0,0,7.875,1,0,0,0,1,0,1,0,0,1
423,423,424,0,28.0,1,1,14.4,1,0,0,0,1,1,0,0,0,1
424,424,425,0,18.0,1,1,20.2125,1,0,0,0,1,0,1,0,0,1
425,425,426,0,29.782796129800037,0,0,7.25,1,0,0,0,1,0,1,0,0,1
426,426,427,1,28.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0
427,427,428,1,19.0,0,0,26.0,1,0,0,0,1,1,0,0,1,0
428,428,429,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
429,429,430,1,32.0,0,0,8.05,0,1,0,0,1,0,1,0,0,1
430,430,431,1,28.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0
431,431,432,1,26.689168488455998,1,0,16.1,1,0,0,0,1,1,0,0,0,1
432,432,433,1,42.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0
433,433,434,0,17.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1
434,434,435,0,50.0,1,0,55.9,0,1,0,0,1,0,1,1,0,0
435,435,436,1,14.0,1,2,120.0,0,1,0,0,1,1,0,1,0,0
436,436,437,0,21.0,2,2,34.375,1,0,0,0,1,1,0,0,0,1
437,437,438,1,24.0,2,3,18.75,1,0,0,0,1,1,0,0,1,0
438,438,439,0,64.0,1,4,263.0,0,1,0,0,1,0,1,1,0,0
439,439,440,0,31.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
440,440,441,1,45.0,1,1,26.25,1,0,0,0,1,1,0,0,1,0
441,441,442,0,20.0,0,0,9.5,1,0,0,0,1,0,1,0,0,1
442,442,443,0,25.0,1,0,7.775,1,0,0,0,1,0,1,0,0,1
443,443,444,1,28.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
444,444,445,1,23.476432389643715,0,0,8.1125,1,0,0,0,1,0,1,0,0,1
445,445,446,1,4.0,0,2,81.8583,0,1,0,0,1,0,1,1,0,0
446,446,447,1,13.0,0,1,19.5,1,0,0,0,1,1,0,0,1,0
447,447,448,1,34.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0
448,448,449,1,5.0,2,1,19.2583,1,0,1,0,0,1,0,0,0,1
449,449,450,1,52.0,0,0,30.5,0,1,0,0,1,0,1,1,0,0
450,450,451,0,36.0,1,2,27.75,1,0,0,0,1,0,1,0,1,0
451,451,452,0,24.108998809523822,1,0,19.9667,1,0,0,0,1,0,1,0,0,1
452,452,453,0,30.0,0,0,27.75,0,1,1,0,0,0,1,1,0,0
453,453,454,1,49.0,1,0,89.1042,0,1,1,0,0,0,1,1,0,0
454,454,455,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
455,455,456,1,29.0,0,0,7.8958,1,0,1,0,0,0,1,0,0,1
456,456,457,0,65.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0
457,457,458,1,44.060018272005756,1,0,51.8625,0,1,0,0,1,1,0,1,0,0
458,458,459,1,50.0,0,0,10.5,1,0,0,0,1,1,0,0,1,0
459,459,460,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
460,460,461,1,48.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0
461,461,462,0,34.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
462,462,463,0,47.0,0,0,38.5,0,1,0,0,1,0,1,1,0,0
463,463,464,0,48.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
464,464,465,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
465,465,466,0,38.0,0,0,7.05,1,0,0,0,1,0,1,0,0,1
466,466,467,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,1,0
467,467,468,0,56.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0
468,468,469,0,19.89558112671213,0,0,7.725,1,0,0,1,0,0,1,0,0,1
469,469,470,1,0.75,2,1,19.2583,1,0,1,0,0,1,0,0,0,1
470,470,471,0,29.782796129800037,0,0,7.25,1,0,0,0,1,0,1,0,0,1
471,471,472,0,38.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
472,472,473,1,33.0,1,2,27.75,1,0,0,0,1,1,0,0,1,0
473,473,474,1,23.0,0,0,13.7917,0,1,1,0,0,1,0,0,1,0
474,474,475,0,22.0,0,0,9.8375,1,0,0,0,1,1,0,0,0,1
475,475,476,0,44.659530555555584,0,0,52.0,0,1,0,0,1,0,1,1,0,0
476,476,477,0,34.0,1,0,21.0,1,0,0,0,1,0,1,0,1,0
477,477,478,0,29.0,1,0,7.0458,1,0,0,0,1,0,1,0,0,1
478,478,479,0,22.0,0,0,7.5208,1,0,0,0,1,0,1,0,0,1
479,479,480,1,2.0,0,1,12.2875,1,0,0,0,1,1,0,0,0,1
480,480,481,0,9.0,5,2,46.9,1,0,0,0,1,0,1,0,0,1
481,481,482,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,1,0
482,482,483,0,50.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
483,483,484,1,63.0,0,0,9.5875,1,0,0,0,1,1,0,0,0,1
484,484,485,1,25.0,1,0,91.0792,0,1,1,0,0,0,1,1,0,0
485,485,486,0,7.309547041847048,3,1,25.4667,1,0,0,0,1,1,0,0,0,1
486,486,487,1,35.0,1,0,90.0,0,1,0,0,1,1,0,1,0,0
487,487,488,0,58.0,0,0,29.7,0,1,1,0,0,0,1,1,0,0
488,488,489,0,30.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
489,489,490,1,9.0,1,1,15.9,1,0,0,0,1,0,1,0,0,1
490,490,491,0,24.108998809523822,1,0,19.9667,1,0,0,0,1,0,1,0,0,1
491,491,492,0,21.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1
492,492,493,0,55.0,0,0,30.5,0,1,0,0,1,0,1,1,0,0
493,493,494,0,71.0,0,0,49.5042,1,0,1,0,0,0,1,1,0,0
494,494,495,0,21.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
495,495,496,0,18.19479484126986,0,0,14.4583,1,0,1,0,0,0,1,0,0,1
496,496,497,1,54.0,1,0,78.2667,0,1,1,0,0,1,0,1,0,0
497,497,498,0,25.755475297619054,0,0,15.1,1,0,0,0,1,0,1,0,0,1
498,498,499,0,25.0,1,2,151.55,0,1,0,0,1,1,0,1,0,0
499,499,500,0,24.0,0,0,7.7958,1,0,0,0,1,0,1,0,0,1
500,500,501,0,17.0,0,0,8.6625,1,0,0,0,1,0,1,0,0,1
501,501,502,0,21.0,0,0,7.75,1,0,0,1,0,1,0,0,0,1
502,502,503,0,26.820732810245318,0,0,7.6292,1,0,0,1,0,1,0,0,0,1
503,503,504,0,37.0,0,0,9.5875,1,0,0,0,1,1,0,0,0,1
504,504,505,1,16.0,0,0,86.5,0,1,0,0,1,1,0,1,0,0
505,505,506,0,18.0,1,0,108.9,0,1,1,0,0,0,1,1,0,0
506,506,507,1,33.0,0,2,26.0,1,0,0,0,1,1,0,0,1,0
507,507,508,1,49.8994093015281,0,0,26.55,1,0,0,0,1,0,1,1,0,0
508,508,509,0,28.0,0,0,22.525,1,0,0,0,1,0,1,0,0,1
509,509,510,1,26.0,0,0,56.4958,1,0,0,0,1,0,1,0,0,1
510,510,511,1,29.0,0,0,7.75,1,0,0,1,0,0,1,0,0,1
511,511,512,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
512,512,513,1,36.0,0,0,26.2875,0,1,0,0,1,0,1,1,0,0
513,513,514,1,54.0,1,0,59.4,1,0,1,0,0,1,0,1,0,0
514,514,515,0,24.0,0,0,7.4958,1,0,0,0,1,0,1,0,0,1
515,515,516,0,47.0,0,0,34.0208,0,1,0,0,1,0,1,1,0,0
516,516,517,1,34.0,0,0,10.5,0,1,0,0,1,1,0,0,1,0
517,517,518,0,34.17374861111111,0,0,24.15,1,0,0,1,0,0,1,0,0,1
518,518,519,1,36.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0
519,519,520,0,32.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
520,520,521,1,30.0,0,0,93.5,0,1,0,0,1,1,0,1,0,0
521,521,522,0,22.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
522,522,523,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,1,0,0,1
523,523,524,1,44.0,0,1,57.9792,0,1,1,0,0,1,0,1,0,0
524,524,525,0,22.876306861888104,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
525,525,526,0,40.5,0,0,7.75,1,0,0,1,0,0,1,0,0,1
526,526,527,1,50.0,0,0,10.5,1,0,0,0,1,1,0,0,1,0
527,527,528,0,38.51549999999995,0,0,221.7792,0,1,0,0,1,0,1,1,0,0
528,528,529,0,39.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
529,529,530,0,23.0,2,1,11.5,1,0,0,0,1,0,1,0,1,0
530,530,531,1,2.0,1,1,26.0,1,0,0,0,1,1,0,0,1,0
531,531,532,0,22.876306861888104,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
532,532,533,0,17.0,1,1,7.2292,1,0,1,0,0,0,1,0,0,1
533,533,534,1,8.013702976190478,0,2,22.3583,1,0,1,0,0,1,0,0,0,1
534,534,535,0,30.0,0,0,8.6625,1,0,0,0,1,1,0,0,0,1
535,535,536,1,7.0,0,2,26.25,1,0,0,0,1,1,0,0,1,0
536,536,537,0,45.0,0,0,26.55,0,1,0,0,1,0,1,1,0,0
537,537,538,1,30.0,0,0,106.425,1,0,1,0,0,1,0,1,0,0
538,538,539,0,24.330216964285718,0,0,14.5,1,0,0,0,1,0,1,0,0,1
539,539,540,1,22.0,0,2,49.5,0,1,1,0,0,1,0,1,0,0
540,540,541,1,36.0,0,2,71.0,0,1,0,0,1,1,0,1,0,0
541,541,542,0,9.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1
542,542,543,0,11.0,4,2,31.275,1,0,0,0,1,1,0,0,0,1
543,543,544,1,32.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0
544,544,545,0,50.0,1,0,106.425,0,1,1,0,0,0,1,1,0,0
545,545,546,0,64.0,0,0,26.0,1,0,0,0,1,0,1,1,0,0
546,546,547,1,19.0,1,0,26.0,1,0,0,0,1,1,0,0,1,0
547,547,548,1,32.79502428266178,0,0,13.8625,1,0,1,0,0,0,1,0,1,0
548,548,549,0,33.0,1,1,20.525,1,0,0,0,1,0,1,0,0,1
549,549,550,1,8.0,1,1,36.75,1,0,0,0,1,0,1,0,1,0
550,550,551,1,17.0,0,2,110.8833,0,1,1,0,0,0,1,1,0,0
551,551,552,0,27.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0
552,552,553,0,26.38142490234228,0,0,7.8292,1,0,0,1,0,0,1,0,0,1
553,553,554,1,22.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1
554,554,555,1,22.0,0,0,7.775,1,0,0,0,1,1,0,0,0,1
555,555,556,0,62.0,0,0,26.55,1,0,0,0,1,0,1,1,0,0
556,556,557,1,48.0,1,0,39.6,0,1,1,0,0,1,0,1,0,0
557,557,558,0,38.51549999999995,0,0,227.525,1,0,1,0,0,0,1,1,0,0
558,558,559,1,39.0,1,1,79.65,0,1,0,0,1,1,0,1,0,0
559,559,560,1,36.0,1,0,17.4,1,0,0,0,1,1,0,0,0,1
560,560,561,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
561,561,562,0,40.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
562,562,563,0,28.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0
563,563,564,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
564,564,565,0,30.70572677927052,0,0,8.05,1,0,0,0,1,1,0,0,0,1
565,565,566,0,24.0,2,0,24.15,1,0,0,0,1,0,1,0,0,1
566,566,567,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
567,567,568,0,29.0,0,4,21.075,1,0,0,0,1,1,0,0,0,1
568,568,569,0,22.876306861888104,0,0,7.2292,1,0,1,0,0,0,1,0,0,1
569,569,570,1,32.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1
570,570,571,1,62.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
571,571,572,1,53.0,2,0,51.4792,0,1,0,0,1,1,0,1,0,0
572,572,573,1,36.0,0,0,26.3875,0,1,0,0,1,0,1,1,0,0
573,573,574,1,35.29582429902352,0,0,7.75,1,0,0,1,0,1,0,0,0,1
574,574,575,0,16.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
575,575,576,0,19.0,0,0,14.5,1,0,0,0,1,0,1,0,0,1
576,576,577,1,34.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
577,577,578,1,39.0,1,0,55.9,0,1,0,0,1,1,0,1,0,0
578,578,579,0,20.070167730880254,1,0,14.4583,1,0,1,0,0,1,0,0,0,1
579,579,580,1,32.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
580,580,581,1,25.0,1,1,30.0,1,0,0,0,1,1,0,0,1,0
581,581,582,1,39.0,1,1,110.8833,0,1,1,0,0,1,0,1,0,0
582,582,583,0,54.0,0,0,26.0,1,0,0,0,1,0,1,0,1,0
583,583,584,0,36.0,0,0,40.125,0,1,1,0,0,0,1,1,0,0
584,584,585,0,29.042938654807113,0,0,8.7125,1,0,1,0,0,0,1,0,0,1
585,585,586,1,18.0,0,2,79.65,0,1,0,0,1,1,0,1,0,0
586,586,587,0,47.0,0,0,15.0,1,0,0,0,1,0,1,0,1,0
587,587,588,1,60.0,1,1,79.2,0,1,1,0,0,0,1,1,0,0
588,588,589,0,22.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
589,589,590,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,1,0,0,1
590,590,591,0,35.0,0,0,7.125,1,0,0,0,1,0,1,0,0,1
591,591,592,1,52.0,1,0,78.2667,0,1,1,0,0,1,0,1,0,0
592,592,593,0,47.0,0,0,7.25,1,0,0,0,1,0,1,0,0,1
593,593,594,0,27.456394283870722,0,2,7.75,1,0,0,1,0,1,0,0,0,1
594,594,595,0,37.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0
595,595,596,0,36.0,1,1,24.15,1,0,0,0,1,0,1,0,0,1
596,596,597,1,24.40235513791767,0,0,33.0,1,0,0,0,1,1,0,0,1,0
597,597,598,0,49.0,0,0,0.0,1,0,0,0,1,0,1,0,0,1
598,598,599,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,1,0,0,1
599,599,600,1,49.0,1,0,56.9292,0,1,1,0,0,0,1,1,0,0
600,600,601,1,24.0,2,1,27.0,1,0,0,0,1,1,0,0,1,0
601,601,602,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
602,602,603,0,37.51615833333333,0,0,42.4,1,0,0,0,1,0,1,1,0,0
603,603,604,0,44.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
604,604,605,1,35.0,0,0,26.55,1,0,1,0,0,0,1,1,0,0
605,605,606,0,36.0,1,0,15.55,1,0,0,0,1,0,1,0,0,1
606,606,607,0,30.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
607,607,608,1,27.0,0,0,30.5,1,0,0,0,1,0,1,1,0,0
608,608,609,1,22.0,1,2,41.5792,1,0,1,0,0,1,0,0,1,0
609,609,610,1,40.0,0,0,153.4625,0,1,0,0,1,1,0,1,0,0
610,610,611,0,39.0,1,5,31.275,1,0,0,0,1,1,0,0,0,1
611,611,612,0,27.868736986624466,0,0,7.05,1,0,0,0,1,0,1,0,0,1
612,612,613,1,33.12898535353537,1,0,15.5,1,0,0,1,0,1,0,0,0,1
613,613,614,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,1,0,0,1
614,614,615,0,35.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
615,615,616,1,24.0,1,2,65.0,1,0,0,0,1,1,0,0,1,0
616,616,617,0,34.0,1,1,14.4,1,0,0,0,1,0,1,0,0,1
617,617,618,0,26.0,1,0,16.1,1,0,0,0,1,1,0,0,0,1
618,618,619,1,4.0,2,1,39.0,0,1,0,0,1,1,0,0,1,0
619,619,620,0,26.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0
620,620,621,0,27.0,1,0,14.4542,1,0,1,0,0,0,1,0,0,1
621,621,622,1,42.0,1,0,52.5542,0,1,0,0,1,0,1,1,0,0
622,622,623,1,20.0,1,1,15.7417,1,0,1,0,0,0,1,0,0,1
623,623,624,0,21.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1
624,624,625,0,21.0,0,0,16.1,1,0,0,0,1,0,1,0,0,1
625,625,626,0,61.0,0,0,32.3208,0,1,0,0,1,0,1,1,0,0
626,626,627,0,57.0,0,0,12.35,1,0,0,1,0,0,1,0,1,0
627,627,628,1,21.0,0,0,77.9583,0,1,0,0,1,1,0,1,0,0
628,628,629,0,26.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
629,629,630,0,19.89558112671213,0,0,7.7333,1,0,0,1,0,0,1,0,0,1
630,630,631,1,80.0,0,0,30.0,0,1,0,0,1,0,1,1,0,0
631,631,632,0,51.0,0,0,7.0542,1,0,0,0,1,0,1,0,0,1
632,632,633,1,32.0,0,0,30.5,0,1,1,0,0,0,1,1,0,0
633,633,634,0,38.83477483766232,0,0,0.0,1,0,0,0,1,0,1,1,0,0
634,634,635,0,9.0,3,2,27.9,1,0,0,0,1,1,0,0,0,1
635,635,636,1,28.0,0,0,13.0,1,0,0,0,1,1,0,0,1,0
636,636,637,0,32.0,0,0,7.925,1,0,0,0,1,0,1,0,0,1
637,637,638,0,31.0,1,1,26.25,1,0,0,0,1,0,1,0,1,0
638,638,639,0,41.0,0,5,39.6875,1,0,0,0,1,1,0,0,0,1
639,639,640,0,26.689168488455998,1,0,16.1,1,0,0,0,1,0,1,0,0,1
640,640,641,0,20.0,0,0,7.8542,1,0,0,0,1,0,1,0,0,1
641,641,642,1,24.0,0,0,69.3,0,1,1,0,0,1,0,1,0,0
642,642,643,0,2.0,3,2,27.9,1,0,0,0,1,1,0,0,0,1
643,643,644,1,29.56889808802305,0,0,56.4958,1,0,0,0,1,0,1,0,0,1
644,644,645,1,0.75,2,1,19.2583,1,0,1,0,0,1,0,0,0,1
645,645,646,1,48.0,1,0,76.7292,0,1,1,0,0,0,1,1,0,0
646,646,647,0,19.0,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
647,647,648,1,56.0,0,0,35.5,0,1,1,0,0,0,1,1,0,0
648,648,649,0,31.108384523809534,0,0,7.55,1,0,0,0,1,0,1,0,0,1
649,649,650,1,23.0,0,0,7.55,1,0,0,0,1,1,0,0,0,1
650,650,651,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
651,651,652,1,18.0,0,1,23.0,1,0,0,0,1,1,0,0,1,0
652,652,653,0,21.0,0,0,8.4333,1,0,0,0,1,0,1,0,0,1
653,653,654,1,26.38142490234228,0,0,7.8292,1,0,0,1,0,1,0,0,0,1
654,654,655,0,18.0,0,0,6.75,1,0,0,1,0,1,0,0,0,1
655,655,656,0,24.0,2,0,73.5,1,0,0,0,1,0,1,0,1,0
656,656,657,0,27.94720616293084,0,0,7.8958,1,0,0,0,1,0,1,0,0,1
657,657,658,0,32.0,1,1,15.5,1,0,0,1,0,1,0,0,0,1
658,658,659,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
659,659,660,0,58.0,0,2,113.275,0,1,1,0,0,0,1,1,0,0
660,660,661,1,50.0,2,0,133.65,1,0,0,0,1,0,1,1,0,0
661,661,662,0,40.0,0,0,7.225,1,0,1,0,0,0,1,0,0,1
662,662,663,0,47.0,0,0,25.5875,0,1,0,0,1,0,1,1,0,0
663,663,664,0,36.0,0,0,7.4958,1,0,0,0,1,0,1,0,0,1
664,664,665,1,20.0,1,0,7.925,1,0,0,0,1,0,1,0,0,1
665,665,666,0,32.0,2,0,73.5,1,0,0,0,1,0,1,0,1,0
666,666,667,0,25.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0
667,667,668,0,27.51545426285116,0,0,7.775,1,0,0,0,1,0,1,0,0,1
668,668,669,0,43.0,0,0,8.05,1,0,0,0,1,0,1,0,0,1
669,669,670,1,39.08817813852811,1,0,52.0,0,1,0,0,1,1,0,1,0,0
670,670,671,1,40.0,1,1,39.0,1,0,0,0,1,1,0,0,1,0
671,671,672,0,31.0,1,0,52.0,0,1,0,0,1,0,1,1,0,0
